blur_restaurant_uuid,date,weekday,site_id,village,price,yyyy-mm
rbe4009,2022-01-22,6,台中市西屯區,惠來里,104289.0,2022-01
rbe4009,2022-01-23,7,台中市西屯區,惠來里,139525.0,2022-01
rbe4009,2022-01-24,1,台中市西屯區,惠來里,71702.0,2022-01
rbe4009,2022-01-25,2,台中市西屯區,惠來里,86939.0,2022-01
rbe4009,2022-01-26,3,台中市西屯區,惠來里,76803.0,2022-01
rbe4009,2022-01-27,4,台中市西屯區,惠來里,76163.0,2022-01
rbe4009,2022-01-28,5,台中市西屯區,惠來里,131666.0,2022-01
rbe4009,2022-01-29,6,台中市西屯區,惠來里,119552.0,2022-01
rbe4009,2022-01-30,7,台中市西屯區,惠來里,123714.0,2022-01
rbe4009,2022-02-03,4,台中市西屯區,惠來里,141996.0,2022-02
rbe4009,2022-02-04,5,台中市西屯區,惠來里,168027.0,2022-02
rbe4009,2022-02-05,6,台中市西屯區,惠來里,151831.0,2022-02
rbe4009,2022-02-06,7,台中市西屯區,惠來里,131695.0,2022-02
rbe4009,2022-02-07,1,台中市西屯區,惠來里,121693.0,2022-02
rbe4009,2022-02-08,2,台中市西屯區,惠來里,98445.0,2022-02
rbe4009,2022-02-09,3,台中市西屯區,惠來里,98341.0,2022-02
rbe4009,2022-02-10,4,台中市西屯區,惠來里,69367.0,2022-02
rbe4009,2022-02-11,5,台中市西屯區,惠來里,84681.0,2022-02
rbe4009,2022-02-12,6,台中市西屯區,惠來里,124120.0,2022-02
rbe4009,2022-02-13,7,台中市西屯區,惠來里,137677.0,2022-02
rbe4009,2022-02-14,1,台中市西屯區,惠來里,106665.0,2022-02
rbe4009,2022-02-15,2,台中市西屯區,惠來里,83487.0,2022-02
rbe4009,2022-02-16,3,台中市西屯區,惠來里,78237.0,2022-02
rbe4009,2022-02-17,4,台中市西屯區,惠來里,84069.0,2022-02
rbe4009,2022-02-18,5,台中市西屯區,惠來里,104360.0,2022-02
rbe4009,2022-02-19,6,台中市西屯區,惠來里,127361.0,2022-02
rbe4009,2022-02-20,7,台中市西屯區,惠來里,136592.0,2022-02
rbe4009,2022-02-21,1,台中市西屯區,惠來里,72590.0,2022-02
rbe4009,2022-02-22,2,台中市西屯區,惠來里,74711.0,2022-02
rbe4009,2022-02-23,3,台中市西屯區,惠來里,72967.0,2022-02
rbe4009,2022-02-24,4,台中市西屯區,惠來里,90474.0,2022-02
rbe4009,2022-02-25,5,台中市西屯區,惠來里,88112.0,2022-02
rbe4009,2022-02-26,6,台中市西屯區,惠來里,126539.0,2022-02
rbe4009,2022-02-27,7,台中市西屯區,惠來里,162152.0,2022-02
rbe4009,2022-02-28,1,台中市西屯區,惠來里,164344.0,2022-02
rbe4009,2022-03-01,2,台中市西屯區,惠來里,80449.0,2022-03
rbe4009,2022-03-02,3,台中市西屯區,惠來里,131032.0,2022-03
rbe4009,2022-03-03,4,台中市西屯區,惠來里,87563.0,2022-03
rbe4009,2022-03-04,5,台中市西屯區,惠來里,89313.0,2022-03
rbe4009,2022-03-05,6,台中市西屯區,惠來里,138288.0,2022-03
rbe4009,2022-03-06,7,台中市西屯區,惠來里,162431.0,2022-03
rbe4009,2022-03-07,1,台中市西屯區,惠來里,107132.0,2022-03
rbe4009,2022-03-08,2,台中市西屯區,惠來里,114735.0,2022-03
rbe4009,2022-03-09,3,台中市西屯區,惠來里,113141.0,2022-03
rbe4009,2022-03-10,4,台中市西屯區,惠來里,84861.0,2022-03
rbe4009,2022-03-11,5,台中市西屯區,惠來里,105604.0,2022-03
rbe4009,2022-03-12,6,台中市西屯區,惠來里,149432.0,2022-03
rbe4009,2022-03-13,7,台中市西屯區,惠來里,163314.0,2022-03
rbe4009,2022-03-14,1,台中市西屯區,惠來里,100501.0,2022-03
rbe4009,2022-03-15,2,台中市西屯區,惠來里,86266.0,2022-03
rbe4009,2022-03-16,3,台中市西屯區,惠來里,94010.0,2022-03
rbe4009,2022-03-17,4,台中市西屯區,惠來里,104233.0,2022-03
rbe4009,2022-03-18,5,台中市西屯區,惠來里,128212.0,2022-03
rbe4009,2022-03-19,6,台中市西屯區,惠來里,143044.0,2022-03
rbe4009,2022-03-20,7,台中市西屯區,惠來里,146151.0,2022-03
rbe4009,2022-03-21,1,台中市西屯區,惠來里,89844.0,2022-03
rbe4009,2022-03-22,2,台中市西屯區,惠來里,101249.0,2022-03
rbe4009,2022-03-23,3,台中市西屯區,惠來里,58086.0,2022-03
rbe4009,2022-03-24,4,台中市西屯區,惠來里,75398.0,2022-03
rbe4009,2022-03-25,5,台中市西屯區,惠來里,110944.0,2022-03
rbe4009,2022-03-26,6,台中市西屯區,惠來里,131049.0,2022-03
rbe4009,2022-03-27,7,台中市西屯區,惠來里,144126.0,2022-03
rbe4009,2022-03-28,1,台中市西屯區,惠來里,89316.0,2022-03
rbe4009,2022-03-29,2,台中市西屯區,惠來里,104239.0,2022-03
rbe4009,2022-03-30,3,台中市西屯區,惠來里,93422.0,2022-03
rbe4009,2022-03-31,4,台中市西屯區,惠來里,86412.0,2022-03
rbe4009,2022-04-01,5,台中市西屯區,惠來里,176494.0,2022-04
rbe4009,2022-04-02,6,台中市西屯區,惠來里,138098.0,2022-04
rbe4009,2022-04-03,7,台中市西屯區,惠來里,145495.0,2022-04
rbe4009,2022-04-04,1,台中市西屯區,惠來里,150390.0,2022-04
rbe4009,2022-04-05,2,台中市西屯區,惠來里,144154.0,2022-04
rbe4009,2022-04-06,3,台中市西屯區,惠來里,99360.0,2022-04
rbe4009,2022-04-07,4,台中市西屯區,惠來里,78271.0,2022-04
rbe4009,2022-04-08,5,台中市西屯區,惠來里,102684.0,2022-04
rbe4009,2022-04-09,6,台中市西屯區,惠來里,105968.0,2022-04
rbe4009,2022-04-10,7,台中市西屯區,惠來里,125393.0,2022-04
rbe4009,2022-04-11,1,台中市西屯區,惠來里,73953.0,2022-04
rbe4009,2022-04-12,2,台中市西屯區,惠來里,85480.0,2022-04
rbe4009,2022-04-13,3,台中市西屯區,惠來里,55553.0,2022-04
rbe4009,2022-04-14,4,台中市西屯區,惠來里,71768.0,2022-04
rbe4009,2022-04-15,5,台中市西屯區,惠來里,84775.0,2022-04
rbe4009,2022-04-16,6,台中市西屯區,惠來里,136722.0,2022-04
rbe4009,2022-04-17,7,台中市西屯區,惠來里,143055.0,2022-04
rbe4009,2022-04-18,1,台中市西屯區,惠來里,90395.0,2022-04
rbe4009,2022-04-19,2,台中市西屯區,惠來里,83110.0,2022-04
rbe4009,2022-04-20,3,台中市西屯區,惠來里,90531.0,2022-04
rbe4009,2022-04-21,4,台中市西屯區,惠來里,99492.0,2022-04
rbe4009,2022-04-22,5,台中市西屯區,惠來里,96656.0,2022-04
rbe4009,2022-04-23,6,台中市西屯區,惠來里,118478.0,2022-04
rbe4009,2022-04-24,7,台中市西屯區,惠來里,130834.0,2022-04
rbe4009,2022-04-25,1,台中市西屯區,惠來里,81480.0,2022-04
rbe4009,2022-04-26,2,台中市西屯區,惠來里,84082.0,2022-04
rbe4009,2022-04-27,3,台中市西屯區,惠來里,87803.0,2022-04
rbe4009,2022-04-28,4,台中市西屯區,惠來里,74734.0,2022-04
rbe4009,2022-04-29,5,台中市西屯區,惠來里,90724.0,2022-04
rbe4009,2022-04-30,6,台中市西屯區,惠來里,150930.0,2022-04
rbe4009,2022-05-01,7,台中市西屯區,惠來里,119084.0,2022-05
rbe4009,2022-05-02,1,台中市西屯區,惠來里,129638.0,2022-05
rbe4009,2022-05-03,2,台中市西屯區,惠來里,99517.0,2022-05
rbe4009,2022-05-04,3,台中市西屯區,惠來里,90642.0,2022-05
rbe4009,2022-05-05,4,台中市西屯區,惠來里,73439.0,2022-05
rbe4009,2022-05-09,1,台中市西屯區,惠來里,79751.0,2022-05
rbe4009,2022-05-10,2,台中市西屯區,惠來里,77878.0,2022-05
rbe4009,2022-05-11,3,台中市西屯區,惠來里,73035.0,2022-05
rbe4009,2022-05-12,4,台中市西屯區,惠來里,81578.0,2022-05
rbe4009,2022-05-13,5,台中市西屯區,惠來里,78139.0,2022-05
rbe4009,2022-05-14,6,台中市西屯區,惠來里,123522.0,2022-05
rbe4009,2022-05-15,7,台中市西屯區,惠來里,128692.0,2022-05
rbe4009,2022-05-16,1,台中市西屯區,惠來里,73827.0,2022-05
rbe4009,2022-05-17,2,台中市西屯區,惠來里,84322.0,2022-05
rbe4009,2022-05-18,3,台中市西屯區,惠來里,66207.0,2022-05
rbe4009,2022-05-19,4,台中市西屯區,惠來里,61940.0,2022-05
rbe4009,2022-05-20,5,台中市西屯區,惠來里,69039.0,2022-05
rbe4009,2022-05-21,6,台中市西屯區,惠來里,89095.0,2022-05
rbe4009,2022-05-22,7,台中市西屯區,惠來里,100015.0,2022-05
rbe4009,2022-05-23,1,台中市西屯區,惠來里,56882.0,2022-05
rbe4009,2022-05-24,2,台中市西屯區,惠來里,59355.0,2022-05
rbe4009,2022-05-25,3,台中市西屯區,惠來里,54760.0,2022-05
rbe4009,2022-05-26,4,台中市西屯區,惠來里,74414.0,2022-05
rbe4009,2022-05-27,5,台中市西屯區,惠來里,46463.0,2022-05
rbe4009,2022-05-28,6,台中市西屯區,惠來里,95194.0,2022-05
rbe4009,2022-05-29,7,台中市西屯區,惠來里,87629.0,2022-05
rbe4009,2022-05-30,1,台中市西屯區,惠來里,55466.0,2022-05
rbe4009,2022-05-31,2,台中市西屯區,惠來里,58237.0,2022-05
rbe4009,2022-06-01,3,台中市西屯區,惠來里,86094.0,2022-06
rbe4009,2022-06-02,4,台中市西屯區,惠來里,75998.0,2022-06
rbe4009,2022-06-03,5,台中市西屯區,惠來里,67188.0,2022-06
rbe4009,2022-06-04,6,台中市西屯區,惠來里,92489.0,2022-06
rbe4009,2022-06-05,7,台中市西屯區,惠來里,74691.0,2022-06
rbe4009,2022-06-06,1,台中市西屯區,惠來里,72131.0,2022-06
rbe4009,2022-06-07,2,台中市西屯區,惠來里,76483.0,2022-06
rbe4009,2022-06-08,3,台中市西屯區,惠來里,74098.0,2022-06
rbe4009,2022-06-09,4,台中市西屯區,惠來里,88249.0,2022-06
rbe4009,2022-06-10,5,台中市西屯區,惠來里,91414.0,2022-06
rbe4009,2022-06-11,6,台中市西屯區,惠來里,115712.0,2022-06
rbe4009,2022-06-12,7,台中市西屯區,惠來里,127195.0,2022-06
rbe4009,2022-06-13,1,台中市西屯區,惠來里,76477.0,2022-06
rbe4009,2022-06-14,2,台中市西屯區,惠來里,73299.0,2022-06
rbe4009,2022-06-15,3,台中市西屯區,惠來里,75337.0,2022-06
rbe4009,2022-06-16,4,台中市西屯區,惠來里,72505.0,2022-06
rbe4009,2022-06-17,5,台中市西屯區,惠來里,92858.0,2022-06
rbe4009,2022-06-18,6,台中市西屯區,惠來里,135037.0,2022-06
rbe4009,2022-06-19,7,台中市西屯區,惠來里,129491.0,2022-06
rbe4009,2022-06-20,1,台中市西屯區,惠來里,72096.0,2022-06
rbe4009,2022-06-21,2,台中市西屯區,惠來里,77293.0,2022-06
rbe4009,2022-06-22,3,台中市西屯區,惠來里,86543.0,2022-06
rbe4009,2022-06-23,4,台中市西屯區,惠來里,87137.0,2022-06
rbe4009,2022-06-24,5,台中市西屯區,惠來里,94754.0,2022-06
rbe4009,2022-06-25,6,台中市西屯區,惠來里,122298.0,2022-06
rbe4009,2022-06-26,7,台中市西屯區,惠來里,141874.0,2022-06
rbe4009,2022-06-27,1,台中市西屯區,惠來里,81721.0,2022-06
rbe4009,2022-06-28,2,台中市西屯區,惠來里,100255.0,2022-06
rbe4009,2022-06-29,3,台中市西屯區,惠來里,75723.0,2022-06
rbe4009,2022-06-30,4,台中市西屯區,惠來里,95434.0,2022-06
rbe4009,2022-07-01,5,台中市西屯區,惠來里,99060.0,2022-07
rbe4009,2022-07-02,6,台中市西屯區,惠來里,113382.0,2022-07
rbe4009,2022-07-03,7,台中市西屯區,惠來里,172133.0,2022-07
rbe4009,2022-07-04,1,台中市西屯區,惠來里,90316.0,2022-07
rbe4009,2022-07-05,2,台中市西屯區,惠來里,69185.0,2022-07
rbe4009,2022-07-06,3,台中市西屯區,惠來里,84165.0,2022-07
rbe4009,2022-07-07,4,台中市西屯區,惠來里,74741.0,2022-07
rbe4009,2022-07-08,5,台中市西屯區,惠來里,86953.0,2022-07
rbe4009,2022-07-09,6,台中市西屯區,惠來里,109285.0,2022-07
rbe4009,2022-07-10,7,台中市西屯區,惠來里,142637.0,2022-07
rbe4009,2022-07-11,1,台中市西屯區,惠來里,87744.0,2022-07
rbe4009,2022-07-12,2,台中市西屯區,惠來里,75974.0,2022-07
rbe4009,2022-07-13,3,台中市西屯區,惠來里,104971.0,2022-07
rbe4009,2022-07-14,4,台中市西屯區,惠來里,74749.0,2022-07
rbe4009,2022-07-15,5,台中市西屯區,惠來里,102554.0,2022-07
rbe4009,2022-07-16,6,台中市西屯區,惠來里,124125.0,2022-07
rbe4009,2022-07-17,7,台中市西屯區,惠來里,132716.0,2022-07
rbe4009,2022-07-18,1,台中市西屯區,惠來里,78544.0,2022-07
rbe4009,2022-07-19,2,台中市西屯區,惠來里,80744.0,2022-07
rbe4009,2022-07-20,3,台中市西屯區,惠來里,79968.0,2022-07
rbe4009,2022-07-21,4,台中市西屯區,惠來里,89925.0,2022-07
rbe4009,2022-07-22,5,台中市西屯區,惠來里,102731.0,2022-07
rbe4009,2022-07-23,6,台中市西屯區,惠來里,122555.0,2022-07
rbe4009,2022-07-24,7,台中市西屯區,惠來里,127573.0,2022-07
rbe4009,2022-07-25,1,台中市西屯區,惠來里,75824.0,2022-07
rbe4009,2022-07-26,2,台中市西屯區,惠來里,82792.0,2022-07
rbe4009,2022-07-27,3,台中市西屯區,惠來里,101748.0,2022-07
rbe4009,2022-07-28,4,台中市西屯區,惠來里,87027.0,2022-07
rbe4009,2022-07-29,5,台中市西屯區,惠來里,67370.0,2022-07
rbe4009,2022-07-30,6,台中市西屯區,惠來里,103485.0,2022-07
rbe4009,2022-07-31,7,台中市西屯區,惠來里,146145.0,2022-07
rbe4009,2022-08-01,1,台中市西屯區,惠來里,85601.0,2022-08
rbe4009,2022-08-02,2,台中市西屯區,惠來里,66497.0,2022-08
rbe4009,2022-08-03,3,台中市西屯區,惠來里,97950.0,2022-08
rbe4009,2022-08-04,4,台中市西屯區,惠來里,76672.0,2022-08
rbe4009,2022-08-05,5,台中市西屯區,惠來里,89953.0,2022-08
rbe4009,2022-08-06,6,台中市西屯區,惠來里,134481.0,2022-08
rbe4009,2022-08-07,7,台中市西屯區,惠來里,134162.0,2022-08
rbe4009,2022-08-08,1,台中市西屯區,惠來里,103991.0,2022-08
rbe4009,2022-08-09,2,台中市西屯區,惠來里,85815.0,2022-08
rbe4009,2022-08-10,3,台中市西屯區,惠來里,106821.0,2022-08
rbe4009,2022-08-11,4,台中市西屯區,惠來里,94016.0,2022-08
rbe4009,2022-08-12,5,台中市西屯區,惠來里,94862.0,2022-08
rbe4009,2022-08-13,6,台中市西屯區,惠來里,126411.0,2022-08
rbe4009,2022-08-14,7,台中市西屯區,惠來里,133105.0,2022-08
rbe4009,2022-08-15,1,台中市西屯區,惠來里,98959.0,2022-08
rbe4009,2022-08-16,2,台中市西屯區,惠來里,119886.0,2022-08
rbe4009,2022-08-17,3,台中市西屯區,惠來里,86148.0,2022-08
rbe4009,2022-08-18,4,台中市西屯區,惠來里,107583.0,2022-08
rbe4009,2022-08-19,5,台中市西屯區,惠來里,110381.0,2022-08
rbe4009,2022-08-20,6,台中市西屯區,惠來里,132898.0,2022-08
rbe4009,2022-08-21,7,台中市西屯區,惠來里,157909.0,2022-08
rbe4009,2022-08-22,1,台中市西屯區,惠來里,93697.0,2022-08
rbe4009,2022-08-23,2,台中市西屯區,惠來里,103500.0,2022-08
rbe4009,2022-08-24,3,台中市西屯區,惠來里,102219.0,2022-08
rbe4009,2022-08-25,4,台中市西屯區,惠來里,90209.0,2022-08
rbe4009,2022-08-26,5,台中市西屯區,惠來里,107024.0,2022-08
rbe4009,2022-08-27,6,台中市西屯區,惠來里,149133.0,2022-08
rbe4009,2022-08-28,7,台中市西屯區,惠來里,133675.0,2022-08
rbe4009,2022-08-29,1,台中市西屯區,惠來里,113693.0,2022-08
rbe4009,2022-08-30,2,台中市西屯區,惠來里,90808.0,2022-08
rbe4009,2022-08-31,3,台中市西屯區,惠來里,101705.0,2022-08
rbe4009,2022-09-01,4,台中市西屯區,惠來里,124536.0,2022-09
rbe4009,2022-09-02,5,台中市西屯區,惠來里,117318.0,2022-09
rbe4009,2022-09-03,6,台中市西屯區,惠來里,145017.0,2022-09
rbe4009,2022-09-04,7,台中市西屯區,惠來里,164295.0,2022-09
rbe4009,2022-09-05,1,台中市西屯區,惠來里,155823.0,2022-09
rbe4009,2022-09-06,2,台中市西屯區,惠來里,82621.0,2022-09
rbe4009,2022-09-07,3,台中市西屯區,惠來里,114895.0,2022-09
rbe4009,2022-09-08,4,台中市西屯區,惠來里,108467.0,2022-09
rbe4009,2022-09-09,5,台中市西屯區,惠來里,127023.0,2022-09
rbe4009,2022-09-10,6,台中市西屯區,惠來里,121368.0,2022-09
rbe4009,2022-09-11,7,台中市西屯區,惠來里,125864.0,2022-09
rbe4009,2022-09-12,1,台中市西屯區,惠來里,90376.0,2022-09
rbe4009,2022-09-13,2,台中市西屯區,惠來里,91083.0,2022-09
rbe4009,2022-09-14,3,台中市西屯區,惠來里,79739.0,2022-09
rbe4009,2022-09-15,4,台中市西屯區,惠來里,105110.0,2022-09
rbe4009,2022-09-16,5,台中市西屯區,惠來里,91628.0,2022-09
rbe4009,2022-09-17,6,台中市西屯區,惠來里,130539.0,2022-09
rbe4009,2022-09-18,7,台中市西屯區,惠來里,141504.0,2022-09
rbe4009,2022-09-19,1,台中市西屯區,惠來里,81288.0,2022-09
rbe4009,2022-09-20,2,台中市西屯區,惠來里,72847.0,2022-09
rbe4009,2022-09-21,3,台中市西屯區,惠來里,92187.0,2022-09
rbe4009,2022-09-22,4,台中市西屯區,惠來里,91748.0,2022-09
rbe4009,2022-09-23,5,台中市西屯區,惠來里,94253.0,2022-09
rbe4009,2022-09-24,6,台中市西屯區,惠來里,128594.0,2022-09
rbe4009,2022-09-25,7,台中市西屯區,惠來里,154771.0,2022-09
rbe4009,2022-09-26,1,台中市西屯區,惠來里,96899.0,2022-09
rbe4009,2022-09-27,2,台中市西屯區,惠來里,91262.0,2022-09
rbe4009,2022-09-28,3,台中市西屯區,惠來里,84488.0,2022-09
rbe4009,2022-09-29,4,台中市西屯區,惠來里,111328.0,2022-09
rbe4009,2022-09-30,5,台中市西屯區,惠來里,97040.0,2022-09
rbe4009,2022-10-01,6,台中市西屯區,惠來里,113079.0,2022-10
rbe4009,2022-10-02,7,台中市西屯區,惠來里,147207.0,2022-10
rbe4009,2022-10-03,1,台中市西屯區,惠來里,113416.0,2022-10
rbe4009,2022-10-04,2,台中市西屯區,惠來里,93722.0,2022-10
rbe4009,2022-10-05,3,台中市西屯區,惠來里,97993.0,2022-10
rbe4009,2022-10-06,4,台中市西屯區,惠來里,86935.0,2022-10
rbe4009,2022-10-07,5,台中市西屯區,惠來里,95937.0,2022-10
rbe4009,2022-10-08,6,台中市西屯區,惠來里,137967.0,2022-10
rbe4009,2022-10-09,7,台中市西屯區,惠來里,144647.0,2022-10
rbe4009,2022-10-10,1,台中市西屯區,惠來里,147367.0,2022-10
rbe4009,2022-10-11,2,台中市西屯區,惠來里,105949.0,2022-10
rbe4009,2022-10-12,3,台中市西屯區,惠來里,91349.0,2022-10
rbe4009,2022-10-13,4,台中市西屯區,惠來里,98553.0,2022-10
rbe4009,2022-10-14,5,台中市西屯區,惠來里,81774.0,2022-10
rbe4009,2022-10-15,6,台中市西屯區,惠來里,121184.0,2022-10
rbe4009,2022-10-16,7,台中市西屯區,惠來里,141724.0,2022-10
rbe4009,2022-10-17,1,台中市西屯區,惠來里,87663.0,2022-10
rbe4009,2022-10-18,2,台中市西屯區,惠來里,98496.0,2022-10
rbe4009,2022-10-19,3,台中市西屯區,惠來里,108022.0,2022-10
rbe4009,2022-10-20,4,台中市西屯區,惠來里,80225.0,2022-10
rbe4009,2022-10-21,5,台中市西屯區,惠來里,102845.0,2022-10
rbe4009,2022-10-22,6,台中市西屯區,惠來里,146284.0,2022-10
rbe4009,2022-10-23,7,台中市西屯區,惠來里,157095.0,2022-10
rbe4009,2022-10-24,1,台中市西屯區,惠來里,98536.0,2022-10
rbe4009,2022-10-25,2,台中市西屯區,惠來里,88946.0,2022-10
rbe4009,2022-10-26,3,台中市西屯區,惠來里,91741.0,2022-10
rbe4009,2022-10-27,4,台中市西屯區,惠來里,87191.0,2022-10
rbe4009,2022-10-28,5,台中市西屯區,惠來里,100237.0,2022-10
rbe4009,2022-10-29,6,台中市西屯區,惠來里,133483.0,2022-10
rbe4009,2022-10-30,7,台中市西屯區,惠來里,159325.0,2022-10
rbe4009,2022-10-31,1,台中市西屯區,惠來里,140852.0,2022-10
rbe4009,2022-11-01,2,台中市西屯區,惠來里,107144.0,2022-11
rbe4009,2022-11-02,3,台中市西屯區,惠來里,87014.0,2022-11
rbe4009,2022-11-03,4,台中市西屯區,惠來里,88246.0,2022-11
rbe4009,2022-11-04,5,台中市西屯區,惠來里,87733.0,2022-11
rbe4009,2022-11-05,6,台中市西屯區,惠來里,143328.0,2022-11
rbe4009,2022-11-06,7,台中市西屯區,惠來里,156535.0,2022-11
rbe4009,2022-11-07,1,台中市西屯區,惠來里,85160.0,2022-11
rbe4009,2022-11-08,2,台中市西屯區,惠來里,120810.0,2022-11
rbe4009,2022-11-09,3,台中市西屯區,惠來里,117330.0,2022-11
rbe4009,2022-11-10,4,台中市西屯區,惠來里,91252.0,2022-11
rbe4009,2022-11-11,5,台中市西屯區,惠來里,94277.0,2022-11
rbe4009,2022-11-12,6,台中市西屯區,惠來里,148328.0,2022-11
rbe4009,2022-11-13,7,台中市西屯區,惠來里,166647.0,2022-11
rbe4009,2022-11-14,1,台中市西屯區,惠來里,116123.0,2022-11
rbe4009,2022-11-15,2,台中市西屯區,惠來里,90643.0,2022-11
rbe4009,2022-11-16,3,台中市西屯區,惠來里,110708.0,2022-11
rbe4009,2022-11-17,4,台中市西屯區,惠來里,96008.0,2022-11
rbe4009,2022-11-18,5,台中市西屯區,惠來里,109323.0,2022-11
rbe4009,2022-11-19,6,台中市西屯區,惠來里,142109.0,2022-11
rbe4009,2022-11-20,7,台中市西屯區,惠來里,171933.0,2022-11
rbe4009,2022-11-21,1,台中市西屯區,惠來里,109488.0,2022-11
rbe4009,2022-11-22,2,台中市西屯區,惠來里,100608.0,2022-11
rbe4009,2022-11-23,3,台中市西屯區,惠來里,89151.0,2022-11
rbe4009,2022-11-24,4,台中市西屯區,惠來里,117190.0,2022-11
rbe4009,2022-11-25,5,台中市西屯區,惠來里,93429.0,2022-11
rbe4009,2022-11-26,6,台中市西屯區,惠來里,138052.0,2022-11
rbe4009,2022-11-27,7,台中市西屯區,惠來里,170544.0,2022-11
rbe4009,2022-11-28,1,台中市西屯區,惠來里,117058.0,2022-11
rbe4009,2022-11-29,2,台中市西屯區,惠來里,142376.0,2022-11
rbe4009,2022-11-30,3,台中市西屯區,惠來里,109671.0,2022-11
rbe4009,2022-12-01,4,台中市西屯區,惠來里,114806.0,2022-12
rbe4009,2022-12-02,5,台中市西屯區,惠來里,118643.0,2022-12
rbe4009,2022-12-03,6,台中市西屯區,惠來里,141238.0,2022-12
rbe4009,2022-12-04,7,台中市西屯區,惠來里,174393.0,2022-12
rbe4009,2022-12-05,1,台中市西屯區,惠來里,112089.0,2022-12
rbe4009,2022-12-06,2,台中市西屯區,惠來里,104965.0,2022-12
rbe4009,2022-12-07,3,台中市西屯區,惠來里,104431.0,2022-12
rbe4009,2022-12-08,4,台中市西屯區,惠來里,97647.0,2022-12
rbe4009,2022-12-09,5,台中市西屯區,惠來里,98385.0,2022-12
rbe4009,2022-12-10,6,台中市西屯區,惠來里,153956.0,2022-12
rbe4009,2022-12-11,7,台中市西屯區,惠來里,164808.0,2022-12
rbe4009,2022-12-12,1,台中市西屯區,惠來里,128075.0,2022-12
rbe4009,2022-12-13,2,台中市西屯區,惠來里,138623.0,2022-12
rbe4009,2022-12-14,3,台中市西屯區,惠來里,112220.0,2022-12
rbe4009,2022-12-15,4,台中市西屯區,惠來里,98170.0,2022-12
rbe4009,2022-12-16,5,台中市西屯區,惠來里,109745.0,2022-12
rbe4009,2022-12-17,6,台中市西屯區,惠來里,165279.0,2022-12
rbe4009,2022-12-18,7,台中市西屯區,惠來里,161798.0,2022-12
rbe4009,2022-12-19,1,台中市西屯區,惠來里,110056.0,2022-12
rbe4009,2022-12-20,2,台中市西屯區,惠來里,107472.0,2022-12
rbe4009,2022-12-21,3,台中市西屯區,惠來里,114219.0,2022-12
rbe4009,2022-12-22,4,台中市西屯區,惠來里,101870.0,2022-12
rbe4009,2022-12-23,5,台中市西屯區,惠來里,126822.0,2022-12
rbe4009,2022-12-24,6,台中市西屯區,惠來里,146732.0,2022-12
rbe4009,2022-12-25,7,台中市西屯區,惠來里,167220.0,2022-12
rbe4009,2022-12-26,1,台中市西屯區,惠來里,100534.0,2022-12
rbe4009,2022-12-27,2,台中市西屯區,惠來里,114014.0,2022-12
rbe4009,2022-12-28,3,台中市西屯區,惠來里,112555.0,2022-12
rbe4009,2022-12-29,4,台中市西屯區,惠來里,86477.0,2022-12
rbe4009,2022-12-30,5,台中市西屯區,惠來里,138202.0,2022-12
rbe4009,2022-12-31,6,台中市西屯區,惠來里,174469.0,2022-12
rbe4009,2023-01-01,7,台中市西屯區,惠來里,151704.0,2023-01
rbe4009,2023-01-02,1,台中市西屯區,惠來里,174249.0,2023-01
rbe4009,2023-01-03,2,台中市西屯區,惠來里,105474.0,2023-01
rbe4009,2023-01-04,3,台中市西屯區,惠來里,115824.0,2023-01
rbe4009,2023-01-05,4,台中市西屯區,惠來里,106928.0,2023-01
rbe4009,2023-01-06,5,台中市西屯區,惠來里,97531.0,2023-01
rbe4009,2023-01-07,6,台中市西屯區,惠來里,145251.0,2023-01
rbe4009,2023-01-08,7,台中市西屯區,惠來里,173824.0,2023-01
rbe4009,2023-01-09,1,台中市西屯區,惠來里,116216.0,2023-01
rbe4009,2023-01-10,2,台中市西屯區,惠來里,132025.0,2023-01
rbe4009,2023-01-11,3,台中市西屯區,惠來里,94245.0,2023-01
rbe4009,2023-01-12,4,台中市西屯區,惠來里,106630.0,2023-01
rbe4009,2023-01-13,5,台中市西屯區,惠來里,116155.0,2023-01
rbe4009,2023-01-14,6,台中市西屯區,惠來里,152323.0,2023-01
rbe4009,2023-01-15,7,台中市西屯區,惠來里,158115.0,2023-01
rbe4009,2023-01-16,1,台中市西屯區,惠來里,96198.0,2023-01
rbe4009,2023-01-17,2,台中市西屯區,惠來里,106955.0,2023-01
rbe4009,2023-01-18,3,台中市西屯區,惠來里,99687.0,2023-01
rbe4009,2023-01-19,4,台中市西屯區,惠來里,168856.0,2023-01
rbe4009,2023-01-20,5,台中市西屯區,惠來里,72554.0,2023-01
rbe4009,2023-01-24,2,台中市西屯區,惠來里,179246.0,2023-01
rbe4009,2023-01-25,3,台中市西屯區,惠來里,162412.0,2023-01
rbe4009,2023-01-26,4,台中市西屯區,惠來里,161166.0,2023-01
rbe4009,2023-01-27,5,台中市西屯區,惠來里,171318.0,2023-01
rbe4009,2023-01-28,6,台中市西屯區,惠來里,149475.0,2023-01
rbe4009,2023-01-29,7,台中市西屯區,惠來里,149463.0,2023-01
rbe4009,2023-01-30,1,台中市西屯區,惠來里,110517.0,2023-01
rbe4009,2023-01-31,2,台中市西屯區,惠來里,107328.0,2023-01
rbe4009,2023-02-01,3,台中市西屯區,惠來里,111903.0,2023-02
